"HHID","PID","PID_Old","HHID_old","DynID","h2q1","h2q3","h2q4","h2q5","h2q6","h2q7","h2q8","h2q9a","h2q9b","h2q9c","h2q10","h2q11","h2q13_1","h2q13_2","wgt_X"
"H22101-04-01","P22101-004","231730009010105",2317300090101,22101,3,1,4,12,,1,4,2,1,2009,,1,,,734.943481445313
"H22101-04-01","P22101-005","231730009010106",2317300090101,22101,4,2,2,12,,1,52,99,99,1961,1,1,,,734.943481445313
"H22101-04-01","P22101-013","317300090105",2317300090101,22101,8,1,4,4,4,1,7,3,10,2006,,1,,,734.943481445313
"H22101-04-01","P22101-015",,2317300090101,,5,1,4,12,,1,10,99,99,2003,5,1,,,734.943481445313
"H22101-04-01","P22101-016",,2317300090101,,6,2,3,12,,1,17,12,5,1996,5,1,,,734.943481445313
"H22101-04-02","P22101-010","317300090101",2317300090103,22101,1,1,1,6,18,1,31,12,9,1982,1,1,,,734.943481445313
"H22101-04-02","P22101-017",,2317300090103,,2,2,2,6,8,1,23,27,11,1990,1,1,,,734.943481445313
"H22101-04-02","P22101-018",,2317300090103,,3,1,3,1,1,2,0,11,5,2014,,1,,,734.943481445313
"H22101-04-02","P22101-019",,2317300090103,,4,2,3,6,4,1,3,20,11,2010,,1,,,734.943481445313
"H22101-04-03","P22101-008","231730009010304",3173000901,22101,1,2,1,12,,1,86,99,99,1928,4,1,,,734.943481445313
"H22102-04-02","P22102-002","317300090202",,22102,1,1,4,12,,1,17,99,99,1996,5,1,,,2204.83032226563
"H22102-04-02","P22102-008",,,,2,1,1,12,,1,56,99,99,1957,1,1,,,2204.83032226563
"H22102-04-02","P22102-009",,,,3,2,2,12,,1,48,99,99,1965,1,1,,,2204.83032226563
"H22102-04-02","P22102-011",,,,5,2,3,12,,1,18,99,99,1995,5,1,,,2204.83032226563
"H22102-04-02","P22102-012",,,,6,1,3,2,15,4,14,99,99,1999,5,1,,,2204.83032226563
"H22102-04-02","P22102-013",,,,7,2,3,12,,1,13,99,99,2000,5,1,,,2204.83032226563
"H22102-04-02","P22102-014",,,,8,1,3,12,,1,10,99,12,2002,5,1,,,2204.83032226563
"H22102-04-02","P22102-015",,,,9,2,3,12,,1,9,99,6,2004,,1,,,2204.83032226563
"H22102-04-02","P22102-016",,,,10,1,3,12,,1,4,99,99,2009,,1,,,2204.83032226563
"H22103-04-01","P22103-001","317300090301",3173000903,22103,1,2,1,11,13,1,53,1,12,1960,4,1,,,2204.83032226563
"H22103-04-01","P22103-002","317300090302",3173000903,22103,2,2,3,8,13,4,20,7,12,1993,5,1,,,2204.83032226563
"H22103-04-01","P22103-003","317300090303",3173000903,22103,3,2,3,10,13,1,17,4,7,1996,5,1,,,2204.83032226563
"H22103-04-01","P22103-004","317300090304",3173000903,22103,4,1,3,12,,1,13,18,8,2000,5,1,,,2204.83032226563
"H22103-04-01","P22103-006","317300090306",3173000903,22103,5,2,3,10,13,2,23,16,1,1990,5,1,,,2204.83032226563
"H22103-04-01","P22103-007","317300090307",3173000903,22103,6,2,4,12,,1,5,30,10,2008,,1,,,2204.83032226563
"H22103-04-01","P22103-008",,3173000903,,7,1,4,12,,1,3,22,1,2010,,1,,,2204.83032226563
"H22103-04-01","P22103-009",,3173000903,,8,1,4,12,,1,1,19,4,2012,,1,,,2204.83032226563
"H22105-04-01","P22105-002","317300090502",3173000905,22105,2,2,1,12,,1,42,25,10,1971,4,1,,,2204.83032226563
"H22105-04-01","P22105-003","317300090503",3173000905,22105,3,1,3,12,,1,21,17,8,1992,5,1,,,2204.83032226563
"H22105-04-01","P22105-004","317300090504",3173000905,22105,4,2,3,12,,1,12,10,6,2001,5,1,,,2204.83032226563
"H22105-04-01","P22105-005","317300090505",3173000905,22105,5,2,3,12,,1,10,29,8,2003,5,1,,,2204.83032226563
"H22106-04-01","P22106-001","317300090601",3173000906,22106,1,1,1,12,,1,50,99,99,1964,2,1,,,2204.83032226563
"H22106-04-01","P22106-012","317300090612",3173000906,22106,2,2,2,12,,1,41,99,99,1973,2,1,,,2204.83032226563
"H22106-04-01","P22106-013",,3173000906,,3,1,3,12,,1,10,99,99,2004,5,1,,,2204.83032226563
"H22109-04-01","P22109-001","317300090901",3173000909,22109,1,1,2,5,12,1,56,99,99,1958,1,1,,,2204.83032226563
"H22109-04-01","P22109-002","317300090902",3173000909,22109,2,2,1,12,,2,49,99,99,1965,1,1,,,2204.83032226563
"H22109-04-01","P22109-003","317300090903",3173000909,22109,3,1,3,12,,2,33,29,4,1980,5,1,,,2204.83032226563
"H22109-04-01","P22109-004","317300090904",3173000909,22109,4,2,3,8,13,2,25,18,6,1989,5,1,,102,2204.83032226563
"H22109-04-01","P22109-005","317300090905",3173000909,22109,5,1,3,6,13,2,23,99,5,1991,5,1,1,102,2204.83032226563
"H22109-04-01","P22109-006","317300090906",3173000909,22109,6,1,3,3,15,3,18,24,1,1995,5,1,,,2204.83032226563
"H22109-04-01","P22109-007","317300090907",3173000909,22109,7,1,3,12,,1,13,20,5,2000,5,1,,,2204.83032226563
"H22109-04-01","P22109-008","317300090908",3173000909,22109,8,1,3,12,,1,11,5,8,2002,5,1,,,2204.83032226563
"H22109-04-01","P22109-009","317300090909",3173000909,22109,9,1,3,9,15,2,9,12,12,2004,,1,,,2204.83032226563
"H22109-04-01","P22109-010","317300090910",3173000909,22109,10,1,3,5,15,4,17,7,7,1996,5,1,,,2204.83032226563
"H22110-04-01","P22110-001","31730009100411",231730009100411,22110,12,1,8,12,,1,24,10,9,1989,5,1,,,367.471740722656
"H22110-04-01","P22110-011","317300091001",231730009100411,22110,1,2,1,12,,1,38,99,12,1975,2,1,,,367.471740722656
"H22110-04-01","P22110-054","31730009100606",231730009100411,22110,3,1,3,12,,1,10,26,11,2003,5,1,,,367.471740722656
"H22110-04-01","P22110-055","31730009100607",231730009100411,22110,4,2,3,12,,1,8,5,5,2006,,1,,,367.471740722656
"H22110-04-01","P22110-056","31730009100608",231730009100411,22110,5,1,3,12,,1,6,2,6,2008,,1,,,367.471740722656
"H22110-04-01","P22110-057",,231730009100411,,6,1,3,12,,1,13,20,11,2000,5,1,,,367.471740722656
"H22110-04-01","P22110-058",,231730009100411,,7,2,3,0,1,1,0,3,12,2013,,1,,,367.471740722656
"H22110-04-01","P22110-059",,231730009100411,,8,1,8,12,,1,24,9,10,1989,5,1,,,367.471740722656
"H22110-04-01","P22110-060",,231730009100411,,9,2,8,12,,2,20,99,99,1994,5,1,,,367.471740722656
"H22110-04-01","P22110-061",,231730009100411,,10,1,8,12,,1,17,8,6,1997,5,1,,,367.471740722656
"H22110-04-01","P22110-062",,231730009100411,,11,1,8,12,,1,15,99,6,1999,5,1,,,367.471740722656
"H22110-04-02","P22110-025","31730009100401",231730009100504,22110,1,1,1,12,,1,62,99,9,1951,2,1,,,367.471740722656
"H22110-04-02","P22110-026","31730009100402",231730009100504,22110,2,2,2,12,,1,60,99,99,1954,2,1,,,367.471740722656
"H22110-04-02","P22110-029","31730009100405",231730009100504,22110,4,1,3,12,,1,21,99,99,1993,5,1,,,367.471740722656
"H22110-04-02","P22110-030","31730009100406",231730009100504,22110,5,1,3,11,15,4,18,8,3,1996,5,1,,,367.471740722656
"H22110-04-02","P22110-031","31730009100407",231730009100504,22110,9,2,3,12,,1,14,18,11,1999,5,1,,,367.471740722656
"H22110-04-02","P22110-033","31730009100409",231730009100504,22110,6,1,4,12,,1,7,1,12,2006,,1,,,367.471740722656
"H22110-04-02","P22110-035","31730009100412",231730009100504,22110,7,1,4,12,,1,3,16,8,2010,,1,,,367.471740722656
"H22110-04-02","P22110-041","31730009100504",231730009100504,22110,8,2,3,12,,2,10,10,4,2004,5,1,,,367.471740722656
"H22110-04-03","P22110-017","3173000910030",3173000910,22110,2,2,5,12,,1,86,99,99,1928,4,1,,,367.471740722656
"H22110-04-03","P22110-038","31730009100501",3173000910,22110,1,1,1,12,,1,63,15,4,1951,3,1,,,367.471740722656
"H22110-04-03","P22110-040","31730009100503",3173000910,22110,3,2,3,12,,1,20,99,5,1994,5,1,,,367.471740722656
"H22110-04-03","P22110-042","3173000910050",3173000910,22110,10,2,3,6,15,4,19,17,2,1995,5,1,,,367.471740722656
"H22110-04-03","P22110-043","31730009100506",3173000910,22110,4,1,3,12,,1,16,99,99,1998,5,1,,,367.471740722656
"H22110-04-03","P22110-044","31730009100507",3173000910,22110,5,1,7,12,,1,16,99,99,1998,5,1,,,367.471740722656
"H22110-04-03","P22110-045","31730009100508",3173000910,22110,6,1,3,12,,1,14,7,5,2000,5,1,,,367.471740722656
"H22110-04-03","P22110-047","31730009100510",3173000910,22110,7,2,3,12,,1,8,14,3,2006,,1,,,367.471740722656
"H22110-04-03","P22110-048","31730009100511",3173000910,22110,8,2,3,12,,1,11,20,4,2003,5,1,,,367.471740722656
"H22110-04-03","P22110-063",,3173000910,,9,2,3,5,15,4,18,99,99,1996,5,1,,,367.471740722656
"H22110-04-04","P22110-011","317300091001",317300091003,22110,1,1,1,12,,1,63,12,12,1950,1,1,,,367.471740722656
"H22110-04-04","P22110-012","317300091002",317300091003,22110,2,2,2,12,,1,61,10,4,1953,1,1,,,367.471740722656
"H22110-04-04","P22110-016","317300091006",317300091003,22110,3,2,3,9,13,1,31,99,99,1983,5,1,,,367.471740722656
"H22110-04-04","P22110-064",,317300091003,,4,1,4,7,15,1,8,99,5,2006,,1,,,367.471740722656
"H22110-04-05","P22110-009","23173000910050405",317300091004,22110,2,1,2,12,,2,28,99,2,1986,1,1,,,367.471740722656
"H22110-04-05","P22110-010","23173000910050406",317300091004,22110,3,2,3,12,,1,3,8,1,2011,,1,,,367.471740722656
"H22110-04-05","P22110-041","31730009100504",317300091004,22110,1,2,1,12,,1,22,25,5,1992,1,1,,,367.471740722656
"H22110-04-06","P22110-027","31730009100403",317300091005,22110,1,1,1,12,,1,27,5,11,1986,1,1,,,367.471740722656
"H22110-04-06","P22110-035","31730009100412",317300091005,22110,2,1,3,12,,1,4,16,8,2010,,1,,,367.471740722656
"H22110-04-06","P22110-065",,317300091005,,3,2,2,12,,1,35,99,99,1979,1,1,,,367.471740722656
"H22111-04-01","P22111-001","317300091101",3173000911,22111,1,1,1,12,,1,82,99,99,1932,4,1,,,2204.83032226563
"H22301-04-01","P22301-001","317300110101",3173001101,22301,1,1,1,12,,1,28,3,7,1985,1,1,,,2204.83032226563
"H22301-04-01","P22301-006",,3173001101,,2,2,2,12,,1,27,6,6,1986,1,1,,,2204.83032226563
"H22301-04-01","P22301-007",,3173001101,,3,2,8,12,,2,5,10,6,2008,,1,,,2204.83032226563
"H22301-04-01","P22301-008",,3173001101,,4,2,8,12,,2,5,10,6,2008,,1,,,2204.83032226563
"H22301-04-01","P22301-009",,3173001101,,5,2,3,12,,1,1,17,12,2012,,1,,,2204.83032226563
"H22302-04-01","P22302-001","317300110201",3173001102,22302,1,1,1,12,,1,42,99,99,1971,1,1,,,2204.83032226563
"H22302-04-01","P22302-002","317300110202",3173001102,22302,2,2,2,12,,1,39,99,99,1974,1,1,,,2204.83032226563
"H22302-04-01","P22302-003","317300110203",3173001102,22302,3,2,3,12,,1,19,7,12,1994,5,2,3,315,2204.83032226563
"H22302-04-01","P22302-004","317300110204",3173001102,22302,4,2,3,12,,1,17,31,3,1996,5,1,,,2204.83032226563
"H22302-04-01","P22302-005","317300110205",3173001102,22302,5,1,3,12,,1,15,20,10,1998,5,1,,,2204.83032226563
"H22302-04-01","P22302-006","317300110206",3173001102,22302,6,1,3,12,,1,14,99,3,1999,5,1,,,2204.83032226563
"H22302-04-01","P22302-007","317300110207",3173001102,22302,7,1,3,12,,1,13,25,12,2000,5,1,,,2204.83032226563
"H22302-04-01","P22302-008","317300110208",3173001102,22302,8,2,3,12,,1,12,6,4,2001,5,1,,,2204.83032226563
"H22302-04-01","P22302-009","317300110209",3173001102,22302,9,1,3,12,,1,10,6,6,2003,5,1,,,2204.83032226563
"H22302-04-01","P22302-010","317300110210",3173001102,22302,10,2,3,12,,1,9,8,3,2004,,1,,,2204.83032226563
"H22302-04-01","P22302-011","317300110211",3173001102,22302,11,2,3,12,,1,6,25,12,2007,,1,,,2204.83032226563
"H22302-04-01","P22302-012","317300110212",3173001102,22302,12,1,3,12,,1,4,9,10,2009,,1,,,2204.83032226563
"H22302-04-01","P22302-013",,3173001102,,13,1,3,12,,1,1,27,2,2012,,1,,,2204.83032226563
"H22302-04-01","P22302-014",,3173001102,,14,2,4,12,,1,3,18,10,2010,,2,3,315,2204.83032226563
"H22303-04-01","P22303-006","317300110301",2317300110305,22303,1,1,1,12,,1,44,99,99,1970,1,1,,,551.207580566406
"H22303-04-01","P22303-024",,2317300110305,,8,1,3,12,,2,11,99,99,2003,5,1,,,551.207580566406
"H22303-04-01","P22303-025",,2317300110305,,9,1,3,12,,2,9,99,99,2005,,1,,,551.207580566406
"H22303-04-02","P22303-012","317300110307",3173001103,22303,1,2,1,12,,1,45,99,3,1969,1,1,,,551.207580566406
"H22303-04-02","P22303-013","317300110308",3173001103,22303,2,2,3,12,,1,3,17,11,2010,,1,,,551.207580566406
"H22303-04-02","P22303-014","317300110309",3173001103,22303,3,2,3,12,,1,13,99,7,2001,5,1,,,551.207580566406
"H22303-04-02","P22303-015","317300110310",3173001103,22303,4,1,3,12,,1,10,99,6,2004,5,1,,,551.207580566406
"H22303-04-02","P22303-016","317300110311",3173001103,22303,5,2,3,12,,2,18,99,5,1996,5,1,,,551.207580566406
"H22303-04-02","P22303-026",,3173001103,,6,2,3,12,,2,15,99,10,1998,5,1,,,551.207580566406
"H22303-04-03","P22303-017","31730011030201",317300110302,22303,1,1,1,12,,1,42,99,99,1972,1,1,,,551.207580566406
"H22303-04-03","P22303-018","3173001103020",317300110302,22303,2,2,2,12,,1,32,99,99,1982,1,1,,,551.207580566406
"H22303-04-03","P22303-021","31730011030205",317300110302,22303,3,1,3,12,,1,5,11,9,2008,,1,,,551.207580566406
"H22303-04-03","P22303-022","31730011030206",317300110302,22303,4,1,3,12,,1,2,26,9,2011,,1,,,551.207580566406
"H22303-04-04","P22303-001","231730011030506",,22303,2,2,7,12,,1,14,99,99,1999,5,1,,,551.207580566406
"H22303-04-04","P22303-003","231730011030508",,22303,1,1,1,12,,1,56,31,7,1957,1,1,,,551.207580566406
"H22303-04-04","P22303-004","231730011030509",,22303,3,2,2,12,,1,41,15,11,1972,1,1,,,551.207580566406
"H22303-04-04","P22303-010","317300110305",,22303,4,1,7,12,,1,6,99,6,2007,,1,,,551.207580566406
"H22305-04-01","P22305-001","317300110501",3173001105,22305,1,2,1,12,,1,34,28,12,1979,2,1,,,2204.83032226563
"H22305-04-01","P22305-002","317300110502",3173001105,22305,2,2,8,12,,1,13,20,6,2000,5,1,,,2204.83032226563
"H22305-04-01","P22305-003","317300110503",3173001105,22305,3,2,3,12,,1,11,14,10,2002,5,1,,,2204.83032226563
"H22305-04-01","P22305-004","317300110504",3173001105,22305,4,2,3,12,,1,8,23,6,2005,,1,,,2204.83032226563
"H22305-04-01","P22305-005","317300110505",3173001105,22305,5,1,3,12,,1,5,29,3,2008,,1,,,2204.83032226563
"H22305-04-01","P22305-006","317300110506",3173001105,22305,6,1,3,12,,1,3,8,10,2010,,1,,,2204.83032226563
"H22305-04-01","P22305-007","317300110507",3173001105,22305,7,1,2,12,,1,38,99,99,1975,2,1,,,2204.83032226563
"H22305-04-01","P22305-008",,3173001105,,8,2,3,4,1,1,0,11,9,2013,,1,,,2204.83032226563
"H22306-04-01","P22306-001","317300110601",3173001106,22306,1,1,1,2,13,1,43,99,99,1971,2,1,,,2204.83032226563
"H22306-04-01","P22306-002","317300110602",3173001106,22306,2,2,2,12,,1,31,99,12,1982,2,1,,,2204.83032226563
"H22306-04-01","P22306-003","317300110603",3173001106,22306,3,1,3,12,,4,10,3,1,2004,5,1,,,2204.83032226563
"H22306-04-01","P22306-004","317300110604",3173001106,22306,4,1,3,12,,4,8,10,4,2006,,1,,,2204.83032226563
"H22306-04-01","P22306-005","317300110605",3173001106,22306,5,1,3,12,,1,5,3,2,2009,,1,,,2204.83032226563
"H22306-04-01","P22306-006","317300110606",3173001106,22306,6,2,3,12,,1,2,27,8,2011,,1,,,2204.83032226563
"H22307-04-01","P22307-001","317300110701",3173001107,22307,1,1,1,12,,1,73,25,12,1940,1,1,,,2204.83032226563
"H22307-04-01","P22307-002","317300110702",3173001107,22307,2,2,2,12,,1,70,99,99,1943,1,1,,,2204.83032226563
"H22307-04-01","P22307-003","317300110703",3173001107,22307,3,1,3,12,,2,28,99,5,1985,1,1,,,2204.83032226563
"H22307-04-01","P22307-007",,3173001107,,4,2,8,12,,1,21,99,99,1992,1,2,3,317,2204.83032226563
"H22307-04-01","P22307-008",,3173001107,,5,1,4,12,,1,3,29,11,2010,,1,,,2204.83032226563
"H22308-04-01","P22308-001","317300110801",3173001108,22308,1,1,1,12,,1,34,12,5,1979,5,1,,,2204.83032226563
"H22308-04-01","P22308-002","317300110802",3173001108,22308,2,2,2,12,,2,30,99,99,1983,1,1,,,2204.83032226563
"H22308-04-01","P22308-003","317300110803",3173001108,22308,3,2,3,12,,1,13,23,10,2000,5,1,,,2204.83032226563
"H22308-04-01","P22308-004","317300110804",3173001108,22308,4,1,3,12,,1,10,27,1,2003,5,1,,,2204.83032226563
"H22308-04-01","P22308-005","317300110805",3173001108,22308,5,1,3,12,,1,10,27,1,2003,5,1,,,2204.83032226563
"H22308-04-01","P22308-006","317300110806",3173001108,22308,6,2,3,12,,1,7,99,99,2006,,1,,,2204.83032226563
"H22308-04-01","P22308-007","317300110807",3173001108,22308,7,2,3,12,,1,5,7,4,2009,,1,,,2204.83032226563
"H22308-04-01","P22308-008",,3173001108,,8,1,3,4,1,2,0,27,8,2013,,1,,,2204.83032226563
"H22309-04-01","P22309-001","317300110901",3173001109,22309,1,1,1,10,13,2,47,99,99,1967,2,1,,,1102.41516113281
"H22309-04-01","P22309-002","317300110902",3173001109,22309,2,2,2,12,,1,47,99,99,1967,2,1,,,1102.41516113281
"H22309-04-01","P22309-005","317300110905",3173001109,22309,5,1,3,12,,1,14,9,8,1999,5,1,,,1102.41516113281
"H22309-04-01","P22309-008",,3173001109,,8,2,7,7,15,1,12,99,99,2002,5,1,,,1102.41516113281
"H22309-04-02","P22309-003","317300110903",,22309,1,1,1,12,,1,24,17,11,1989,1,1,,,1102.41516113281
"H22309-04-02","P22309-009",,,,2,2,2,12,,1,20,99,99,1994,1,1,,,1102.41516113281
"H22309-04-02","P22309-010",,,,3,2,3,12,,1,4,25,4,2010,,1,,,1102.41516113281
"H22309-04-02","P22309-011",,,,4,2,3,6,1,1,0,5,2,2014,,1,,,1102.41516113281
"H22310-04-01","P22310-001","317300111001",3173001110,22310,1,1,1,12,,1,62,99,99,1951,1,1,,,2204.83032226563
"H22310-04-01","P22310-002","317300111002",3173001110,22310,2,2,2,12,,1,53,99,99,1960,1,1,,,2204.83032226563
"H22310-04-01","P22310-003","317300111003",3173001110,22310,3,2,3,4,15,3,26,25,4,1988,5,1,,,2204.83032226563
"H22310-04-01","P22310-004","317300111004",3173001110,22310,4,1,3,12,,4,26,6,7,1988,5,1,,,2204.83032226563
"H22310-04-01","P22310-005","317300111005",3173001110,22310,5,1,3,12,,1,24,8,4,1990,5,1,,,2204.83032226563
"H22310-04-01","P22310-006","317300111006",3173001110,22310,6,2,3,3,15,3,20,19,6,1994,5,1,,,2204.83032226563
"H22310-04-01","P22310-007","317300111007",3173001110,22310,7,2,3,6,15,1,17,3,1,1997,5,1,,,2204.83032226563
"H22310-04-01","P22310-008","317300111008",3173001110,22310,8,1,4,12,,1,16,14,1,1998,5,1,,,2204.83032226563
"H22310-04-01","P22310-009","317300111009",3173001110,22310,9,1,3,12,,1,10,1,3,2003,5,1,,,2204.83032226563
"H22310-04-01","P22310-011","317300111011",3173001110,22310,11,1,7,12,,1,13,99,99,2000,5,1,,,2204.83032226563
"H22310-04-01","P22310-014","317300111014",3173001110,22310,13,2,4,12,,1,3,22,8,2010,,1,,,2204.83032226563
"H22401-04-01","P22401-001","307300120101",3073001201,22401,1,1,1,12,,1,51,14,9,1962,1,1,,,1102.41516113281
"H22401-04-01","P22401-002","307300120102",3073001201,22401,2,2,2,12,,1,41,19,6,1972,1,1,,,1102.41516113281
"H22401-04-01","P22401-004","307300120104",3073001201,22401,4,1,3,12,,1,21,13,6,1992,5,1,,,1102.41516113281
"H22401-04-01","P22401-005","307300120105",3073001201,22401,5,1,3,12,,1,18,3,9,1995,5,1,,,1102.41516113281
"H22401-04-01","P22401-006","307300120106",3073001201,22401,6,1,3,12,,1,16,13,11,1997,5,1,,,1102.41516113281
"H22401-04-01","P22401-007","307300120107",3073001201,22401,7,2,3,12,,1,14,3,4,1999,5,1,,,1102.41516113281
"H22401-04-01","P22401-008","307300120108",3073001201,22401,8,1,3,12,,1,12,17,6,2001,5,1,,,1102.41516113281
"H22401-04-01","P22401-009","307300120109",3073001201,22401,9,1,3,12,,1,10,9,6,2003,5,1,,,1102.41516113281
"H22401-04-01","P22401-010","307300120110",3073001201,22401,10,2,3,12,,1,7,14,12,2005,,1,,,1102.41516113281
"H22401-04-01","P22401-011","307300120111",3073001201,22401,11,2,3,12,,1,5,8,9,2008,,1,,,1102.41516113281
"H22401-04-01","P22401-014",,3073001201,,14,1,3,12,,1,1,1,2,2012,,,,,1102.41516113281
"H22401-04-02","P22401-003","307300120103",,22401,1,1,2,8,15,3,25,3,11,1988,1,1,,,1102.41516113281
"H22401-04-02","P22401-012","307300120112",,22401,2,2,1,12,,1,20,99,99,1993,1,1,,,1102.41516113281
"H22401-04-02","P22401-013","307300120113",,22401,3,1,3,12,,1,2,19,8,2011,,1,,,1102.41516113281
"H22401-04-02","P22401-015",,,,4,1,8,5,13,4,16,8,5,1997,5,2,3,321,1102.41516113281
"H22404-04-01","P22404-002","307300120402",3073001204,22404,1,2,1,12,,1,32,17,10,1981,3,,,,2204.83032226563
"H22404-04-01","P22404-004","307300120404",3073001204,22404,2,1,6,5,15,2,21,7,12,1991,5,,,,2204.83032226563
"H22404-04-01","P22404-009",,3073001204,,3,2,5,12,,2,55,99,99,1958,3,,,,2204.83032226563
"H22406-04-01","P22406-001","307300120601",3073001206,22406,1,2,1,12,,1,37,99,99,1976,4,1,,,2204.83032226563
"H22406-04-01","P22406-003","307300120603",3073001206,22406,2,2,3,12,,1,13,24,4,2000,5,1,,,2204.83032226563
"H22406-04-01","P22406-004","307300120604",3073001206,22406,3,1,3,12,,1,11,15,6,2002,5,1,,,2204.83032226563
"H22406-04-01","P22406-007","307300120607",3073001206,22406,4,2,3,12,,1,3,26,7,2010,,1,,,2204.83032226563
"H22406-04-01","P22406-008","307300120608",3073001206,22406,5,2,3,3,15,4,17,11,4,1996,5,1,,,2204.83032226563
"H22407-04-01","P22407-003","307300120701",30307300120702,22407,1,2,1,12,,1,54,16,11,1959,4,1,,,734.943359375
"H22407-04-01","P22407-006","307300120704",30307300120702,22407,3,1,3,3,15,4,23,4,12,1990,5,1,,,734.943359375
"H22407-04-01","P22407-007","307300120705",30307300120702,22407,4,1,3,3,15,4,16,27,7,1997,5,1,,,734.943359375
"H22407-04-02","P22407-004","307300120702",30307300120706,22407,1,2,1,10,15,1,30,19,3,1984,5,1,,,734.943359375
"H22407-04-02","P22407-011",,30307300120706,,2,2,3,12,,1,8,14,10,2005,,1,,,734.943359375
"H22407-04-03","P22407-002","307300120706",3073001207,22407,1,1,1,12,,1,28,4,4,1986,1,1,,,734.943359375
"H22407-04-03","P22407-014",,3073001207,,2,2,2,5,8,3,19,1,7,1995,1,1,,,734.943359375
"H22407-04-03","P22407-015",,3073001207,,3,2,3,5,13,3,0,25,12,2013,,1,,,734.943359375
"H22408-04-01","P22408-001","307300120801",3073001208,22408,1,2,1,12,,1,41,99,12,1972,2,1,,,2204.83032226563
